# x, y, z, psi, theta
9.83,10.00,10.00,88.02,88.02
9.83,10.00,10.00,88.06,88.06
9.83,10.00,10.00,88.09,88.09
9.84,10.00,10.00,88.13,88.13
9.84,10.00,10.00,88.16,88.16
9.84,10.00,10.00,88.20,88.20
9.85,10.00,10.00,88.24,88.24
9.85,10.00,10.00,88.27,88.27
9.85,10.00,10.00,88.31,88.31
9.86,10.00,10.00,88.34,88.34
9.86,10.00,10.00,88.38,88.38
9.86,10.00,10.00,88.42,88.42
9.86,10.00,10.00,88.45,88.45
9.87,10.00,10.00,88.49,88.49
9.87,10.00,10.00,88.52,88.52
9.87,10.00,10.00,88.56,88.56
9.88,10.00,10.00,88.60,88.60
9.88,10.00,10.00,88.63,88.63
9.88,10.00,10.00,88.67,88.67
9.89,10.00,10.00,88.70,88.70
9.89,10.00,10.00,88.74,88.74
9.89,10.00,10.00,88.78,88.78
9.90,10.00,10.00,88.81,88.81
9.90,10.00,10.00,88.85,88.85
9.90,10.00,10.00,88.88,88.88
9.91,10.00,10.00,88.92,88.92
9.91,10.00,10.00,88.96,88.96
9.91,10.00,10.00,88.99,88.99
9.92,10.00,10.00,89.03,89.03
9.92,10.00,10.00,89.06,89.06
9.92,10.00,10.00,89.10,89.10
9.92,10.00,10.00,89.14,89.14
9.93,10.00,10.00,89.17,89.17
9.93,10.00,10.00,89.21,89.21
9.93,10.00,10.00,89.24,89.24
9.94,10.00,10.00,89.28,89.28
9.94,10.00,10.00,89.32,89.32
9.94,10.00,10.00,89.35,89.35
9.95,10.00,10.00,89.39,89.39
9.95,10.00,10.00,89.42,89.42
9.95,10.00,10.00,89.46,89.46
9.96,10.00,10.00,89.50,89.50
9.96,10.00,10.00,89.53,89.53
9.96,10.00,10.00,89.57,89.57
9.97,10.00,10.00,89.60,89.60
9.97,10.00,10.00,89.64,89.64
9.97,10.00,10.00,89.68,89.68
9.97,10.00,10.00,89.71,89.71
9.98,10.00,10.00,89.75,89.75
9.98,10.00,10.00,89.78,89.78
9.98,10.00,10.00,89.82,89.82
9.99,10.00,10.00,89.86,89.86
9.99,10.00,10.00,89.89,89.89
9.99,10.00,10.00,89.93,89.93
10.00,10.00,10.00,89.96,89.96
10.00,10.00,10.00,90.00,90.00
